CQM,Date,Arrival Time,Machine Down?,Problem Code,Fault Found  by vendor,Remarks
4C7A,22-Jun,17:15,N,NZA,CAS alignment,No problem found. Serviced machine. Test OK.
4C7B,29-Jun,10:30,N,NGC,Manually closed,PC is slow. Running single hardisk. Restarted PC. Need follow up.
4C7B,29-Jun,14:30,N,Request,Reload Program,Reload Program and test ok.
4C7C,23-Jun,10:00,N,Request,Reload,Reload program
4C7E,15-Jun,14:00,N,NZA,advice blur,clean the print head. Tested ok.
4C7E,19-Jun,16:20,N,NGB,Out of service,Clean sensor F8 and clean scanner. Test ok.
4C7F,09-Jun,10:00,N,NGB,Out of service,Sensor F6 is dirty. Action: Clean sensor F6 and clean scanner. Test ok.
4C80,01-Jun,16:30,N,NGZ,Auto reset,ATMP timeout. Open controller. Serviced machine. Test OK.
4C80,03-Jun,17:15,N,NOZ,jam cheque,machine is ok when on arrival. Clean DD1 sensor
4C80,04-Jun,12:00,N,NGB,Out of service,Clean F15.
4C80,05-Jun,10:15,N,NUD,jam cheque at scanner.,"ribbon metal film broken,replaced"
4C80,06-Jun,11:15,N,NGB,Out of service,clean and stablized F28.
4C80,15-Jun,13:00,N,NIC,Advice no image,Image small. Cleaned scanner and rollers. Perform TSP. Test Ok.
4C81,01-Jun,12:10,N,NGB,Out of service,Cleaned sensors. Serviced machine. Test OK.
4C81,20-Jun,11:00,N,Request,Health check,Cleaned CAS printer and roller.
4C82,03-Jun,9:45,N,NZA,Out of service,CAS jammed at cutter. Clean CAS cutter and clean scanner. Test ok.
4C82,08-Jun,16:45,N,NZA,no advice,adjust the rejection roller. Tested ok.
4C82,09-Jun,11:05,N,Request,Health Check CAS,Replace CAS printer(repaired) and test ok.
4C82,20-Jun,16:10,Y,HTP,Cheque jam,Remove cheque and replace bend belt. Test ok.
4C83,02-Jun,14:00,N,Request,Preventive Maintenance,"Pretentive Maintenance, ESU activation"
4C83,12-Jun,17:25,N,NIC,Black line,Clean front scanner and pressure roller.
4C84,25-Jun,18:00,N,NOZ,Black screen,Machine normal. Serviced machine. Test OK.
4C85,03-Jun,13:00,N,NIA,Front crossing and endorsement,replaced ribbon and adjusted it.
4C85,11-Jun,18:00,N,NOZ,machine normal,"Machine normal when arrival, clean feeder."
4C85,15-Jun,21:55,N,NOA,jam cheque,"full box, normal machine in arrive"
4C85,27-Jun,10:30,N,NOZ,Jam cheque,"machine arrived normal,check loj cannot back-flush,replaced feeder o ring"
4C87,24-Jun,11:45,N,NOA,Out of service,Replace CMOS battery. Perform cutoff handling.
4C87,28-Jun,11:50,N,NGC,Out of service,Check lan. Make ramp smooth due to previous jam.
4C88,19-Jun,10:35,N,NBA,Collection box problem,"Fixed the collection box, replace wiring. Follow up to replace bar. *offered 9:00"
4C88,19-Jun,14:00,N,Request,Bar broken,Replaced bar. Test OK.
4C89,17-Jun,10:50,N,Request,Health check CAS,Replace CAS printer
4C89,30-Jun,13:15,N,NGB,Out of service,Adjust 24V and stamp
4C8A,19-Jun,10:15,N,Request,Pm check ,"Pm check with reference to document RI/PM/202006,ESU activation"
4C8A,25-Jun,15:00,N,Request,Health checked,adjust the upper door bar. Tested ok.
4C8A,25-Jun,15:00,N,NOZ,No advice,no problem find. Clean the sensor or CAS printer. Tested ok.
4C8B,10-Jun,10:25,N,NIA,crossing and black line,replace ink-roller and scanner perform
4C8D,05-Jun,16:35,N,NIA,No rossing,Perform TSP. Adjust scanner gap.
4C8E,10-Jun,16:50,N,NIA,No crossing,Clean stamp & adjust stamp gap
4C8E,17-Jun,12:00,Y,HTP,Jam cheque at ramp/scanner,adjust scanner gap. Clean both blackline. Adjust endorsement and replaced ribbon. Replaced red belt and o-ring collection.
4C8F,01-Jun,10:10,N,Request,ESU,ESU 
4C8F,04-Jun,13:35,Y,HTP,Jammed cheque,"Replace flat belt (bend), flat belt (yellow), Flat belt (351 , L6), tested ok"
4C8F,15-Jun,12:00,Y,HTP,out of service,"replace fat o-ring and ink-roller, 12 june 14:00 after nobody insert cheque."
4C8F,16-Jun,16:00,N,NGZ,Netowrk not stable,need follow up check network
4C8F,17-Jun,11:15,N,Request,Network follow up,check lan cable
4C8F,17-Jun,17:50,N,Request,Network follow up,check lan cable
4C8F,18-Jun,18:00,N,Request,Netowrk follow up,removed CQM to change lan cable by ATM
4C8F,20-Jun,11:35,N,Request,Health check,cheque box gate cannot full open-replaced cheque box wiring
4C8F,22-Jun,14:45,N,NUD,Jam cheque,"""FFFD"",adjust feeder gate ,curl cheque jam into escrow,remove jam cheque"
4C91,02-Jun,13:55,N,NUD,Jam cheque,Remove jammed cheque at sorter. Clean and adjust bin2 solenoid. Clean scanner.
4C91,10-Jun,13:15,N,NUD,Jam cheque at aligner.,removed the Jam cheque. Tested ok.
4C91,22-Jun,11:00,N,NUD,Jam cheque at bin 2,removed the jam cheque. Tested ok.
4C91,29-Jun,10:30,N,NOZ,Out of service,Machine normal. Clean F1 sensor. Tested ok.
4C94,09-Jun,10:00,N,NIB,endorsement,"replace ribbon, clean printer"
4C95,01-Jun,12:00,N,NUD,Out of service,Remove jammed cheque at scanner. Cleaend rollers. Serviced machine. Test OK.
4C95,09-Jun,12:15,N,NZA,CAS problem,replace CAS PCB
4C96,02-Jun,12:35,N,Request,Health check,cleaning cas printer roller
4C96,08-Jun,15:00,N,NUD,Jammed cheque,Remove jammed cheque. Rearrange cheque in bin 1. Serviced machine. Test OK.
4C98,17-Jun,15:40,N,NZA,missing printer 24V,Adjust 24V
4C98,30-Jun,15:55,N,NGB,Out of service,"Lift up failture,cleaning MDN board"
4C99,02-Jun,16:35,N,NZA,Jam CAS,"Remove jammed CAS, adjust ejection roller"
4C9A,03-Jun,12:45,N,NZA,CAS printing shift,The printer is normal. Checck printing and clean scanner. Test ok.
4C9A,23-Jun,10:30,N,NZA,Jam advice,Clean the cutter and roller. Tested ok.
4C9A,26-Jun,10:00,N,NOZ,No CAS,"Printer is normal, no cas jam. Check record and check printer. Clean printer and adjust metal film. Test ok."
4C9B,15-Jun,11:20,N,Request,Pm check,"Pm check with reference to document RI/PM/202006,ESU activation"
4C9B,19-Jun,15:45,N,NZA,CAS problem,"Check printer and setting, clean sensor and scanner. Test OK."
4C9D,02-Jun,11:30,N,Request,CAS drop,Remove jammed CAS at cutter
4C9D,24-Jun,15:55,N,NZA,Cas jam,renew cas
4C9E,23-Jun,10:30,N,NZA,Jam advice,clean roller and print head.
4C9F,24-Jun,9:15,N,NUD,Jammed cheuqe,"Cleaned flat belt (scanner), tested ok"
4C9F,26-Jun,9:45,N,NUD,Jam cheque,removed jam cheque at scanner. Adjust scanner belt.
4DA2,29-Jun,18:10,Y,NOA,Black screen,"monitor off,Turn on ,Test ok"
4DA7,02-Jun,16:00,N,Request,Health check,Cleaned CAS printer head & rollers.
4DAA,26-Jun,10:15,N,NZA,CAS,Clean print head and scanner. Test ok.
4DAB,02-Jun,12:00,N,Request,Health check - advise,cleaning cas printer roller
4DAB,02-Jun,17:00,N,NIC,Image,"Clean scanner, perform TSP. Remove jam cas, clean printer sensor and roller."
4DAB,03-Jun,17:00,N,NIB,No image,"Replace ribbon. Clean scanner, smj board."
4DAB,04-Jun,12:00,N,NZA,Out of service,take away jam cas paper. Service machine
4DAB,05-Jun,16:55,Y,HCA,Out of service,Replace cas printer. Test ok
4DAB,09-Jun,14:00,N,Request,Jammed advsie,"Cleaned CAS printer, tested ok"
4DAB,09-Jun,14:00,N,NZA,Out of service,"Advise jammed, cleaned CAS printer, tesed ok"
4DAB,11-Jun,15:10,N,Request,Health check CAS,Clear paper bits
4DAB,12-Jun,15:30,N,NIC,No image both side,follow up for scanner replacement.
4DAB,13-Jun,11:30,Y,HPC,No image,Reinstall scanner cable. Replaced SMJ. Serviced machine. Test OK.
4DAB,16-Jun,15:45,Y,HCA,jam advise,Replace cas printer. Test ok
4DAB,26-Jun,10:40,N,NZA,Jam CAS,"Remove jam cas. Clean printer roller, print head. Test ok."
4DAC,01-Jun,15:00,N,NZA,Out of service,"CAS jam, remove jam advice"
4DAC,09-Jun,10:30,N,NUD,Jammed cheque,"Adjust thickness adjuster, clean sensor and roller. Test OK."
4DAC,10-Jun,12:20,N,NGB,F6 sensor engaged,Clean sensor
4DAC,16-Jun,15:00,N,Request,CAS drop,Replace CAS printer
4DAC,16-Jun,15:00,Y,HCA,Out of service due to Jammed CAS,Replace CAS printer
4DAC,23-Jun,11:00,N,NGB,Out of service,Clean sensor F6 and clean scanner. Test ok.
4DAC,23-Jun,14:00,N,NGB,Sensor problem,"Clean the F6 sensor, scanner and roller. Test OK."
4DAD,17-Jun,11:30,N,Request,Health Check - Advise,clean roller and print head.
4DAD,19-Jun,13:30,N,NZA,Out of service,CAS jam at cutter. Remove CAS and clean cutter. Adjust metal film and test ok.
4DAD,23-Jun,15:45,N,Request,PM check,PM CHECK with reference to RI/PM/202006.
4DAD,30-Jun,10:30,N,Request,Health checked,"jam advice. Clean the cutter, roller and Print head. Tested ok."
4DAE,16-Jun,12:10,N,NGB,F9 sensor engaged,Clean sensor
4DAF,09-Jun,11:55,N,NZA,Always show paper end,Clean CAS roll detector
4DAF,12-Jun,16:40,N,NZA,CAS,Replace advice paper.
4C4A,01-Jul,16:05,Y,NGB,Out of service,Clean F9 sensor. Tested ok.
4C41,01-Jul,15:30,Y,Request,DPM can't transport track out.,no problem find. 
4C82,01-Jul,12:25,Y,Request,Health checked,ESU update.
4C3D,01-Jul,13:05,Y,Request,Health checked,ESU update.
4C18,01-Jul,17:00,N,Request,Health Check ,"clean printer sensor, print head, scanner."
4C72,01-Jul,12:30,Y,NIA,crossing and endorsement,Replace ink roller. Clean scanner. Perform tsp.
4C21,01-Jul,13:10,N,NGB,out of service,Clean F5. clean printer. Adjust collection box.
4C32,01-Jul,12:20,Y,NIA,No crossing,replaced stamp and cleaned printer.
4C96,02-Jul,11:15,N,NUD,out of service,"jam cheque at ramp, clean sensors"
4C81,02-Jul,9:45,N,NGB,out of service,Adjusted sensor F10. Serviced machine. Test OK.
4C02,02-Jul,10:00,Y,NIB,Endorsement,Replace ribbon and adjust print head gap.
4C21,02-Jul,10:00,N,NGB,out of service,clean F9. adjus printer density -37.
4C58,02-Jul,11:40,N,NUD,Jam cheque at collection,collect cheque and adjust 380 (L8) belt
4DA3,02-Jul,12:35,N,NGB,out of service,"FFFFFFFD, adjust input gate, clean scanner and roller. Test OK."
4C45,02-Jul,14:00,N,NUD,Jammed cheque,"place flat belt (351), cleaned sensor (F6, F19 ,F11), tested ok"
4C12,02-Jul,17:00,N,NGB,Out of service,"image not arrived,replug lan cable and replaced collection o ring"
4C28,02-Jul,17:15,N,NUD,Jam cheque at bin 2,removed culved cheque. Make ramp smooth due to previous jam.
4C18,03-Jul,10:00,N,NBZ,Front door,Fixed the upper door lock. Serviced machine. Test OK.
4C02,03-Jul,11:00,N,HPE,Endorsement,"Adjust wire (scanner), replace flat belt (bend), cleaned sensor (F11), tested ok"
4C28,03-Jul,9:55,N,NUD,Jammed cheque at aligner,"Adjust solenoid (aligner), tested ok"
4C4E,03-Jul,10:45,Y,Request,Health check,"Upper door difficult lock,machine check normal"
4C3E,03-Jul,9:30,Y,Request,Health check - CAS feed inside,"cleaning cas cutter,renew cas"
4C42,03-Jul,10:30,N,Request,Search cheque & jam cheque,Fold cheque found at eject slot. Remove jam cheque. Clean scanner and adjust stamp plate.
4C7C,03-Jul,10:10,Y,NIC,CAS jam,Image is small. Clean scanner and recalibrate scanner. CAS is clear.
4C2C,03-Jul,11:00,N,Request,Health check - CAS feed inside,Health Check - Replace printer(repaired) and test ok.
4C66,03-Jul,17:00,N,Request,Health checked,replaced escrow and bend belts
4C39,03-Jul,14:00,N,Request,PM checked,PM checked
4C99,03-Jul,11:45,N,NBZ,out of service,"Fixed the upper door 24V, clean roller. Test OK."
4C7A,03-Jul,15:15,N,HCA,CAS,Replace cas printer.
4C55,03-Jul,15:20,Y,NIC,Black line,"Cleaned the scanner and roller, tested ok"
4C1F,03-Jul,17:30,Y,Request,Search cheque,"No cheque found, upload logs"
4C55,04-Jul,11:30,Y,Request,Health Check,"Replace scanner, tested ok"
4C96,04-Jul,10:00,N,HTP,Jammed scanner,"Replace flat belt (351 ,L6), tested ok"
4C8F,04-Jul,11:30,N,NGB,Feeder gate can't close,Adjust feeder gate
4C25,04-Jul,12:10,N,NUB,Reject cheque,Ribbon is broken. Replace ribbon and clean scanner. Test ok.
4C69,05-Jul,10:20,N,NGB,F9 sensor engaged,Clean scanner and F9 sensor.
4C35,05-Jul,11:45,N,NUD,Jam cheque at scanner,Remove jam cheque. Reinstall ribbon and adjust scanner gap.
4C0C,06-Jul,9:20,Y,Request,PM check,Pm check with reference to document RI/PM/202006.
4C6D,06-Jul,10:40,Y,Request,PM check,Pm check with reference to document RI/PM/202006. Replace o-ring (collection path).
4C53,06-Jul,10:30,N,HTP,Jam cheque at bin 2,replaced collection o ring*5
4C47,06-Jul,11:00,N,NOA,Out of service,Cutoff wrong. Reset cutoff and clean scanner. Test ok.
4C66,06-Jul,11:20,Y,Request,Health Check,Health Check - ESU
4C94,06-Jul,15:00,Y,NZA,CAS problem,clean CAS and scanner
4C91,06-Jul,15:50,Y,NOZ,Out of service,machine normal. Adjust and clean roller of bin 3.
4C59,07-Jul,10:00,N,NIB,Endorsement,Replace ribbon and adjust print head gap.
4C42,07-Jul,11:20,N,NIA,Crossing and endorsement,Adjust ink roller and perform tsp.
4C07,07-Jul,10:00,Y,HPE,No endorsement,replace motor
4C85,07-Jul,10:35,Y,NOZ,Out of service,Machine normal. Tested ok
4DA7,07-Jul,15:30,Y,Request,Health Check - advice,"Cleaned roller, tested ok"
4C53,07-Jul,11:00,Y,NOZ,Out of service,"Machine normal. TSP,  Tested ok"
4C1C,07-Jul,9:45,Y,Request,PM CHECK ,PM CHECK with reference to RI/PM/202007.
4C5F,07-Jul,9:00,Y,Request,PM CHECK ,PM CHECK with reference to RI/PM/202007.
4DAD,07-Jul,17:00,N,Request,health check cas,clean CAS and scanner
4C3E,07-Jul,10:00,Y,NIC,Black line,Clean scanner and recalibrate scanner. Test ok.
4C69,07-Jul,9:40,N,NUD,Cheque jammed at scanner,The ribbon is broken. Remove cheque and replace ribbon. Test ok.
4C90,07-Jul,10:00,Y,HCA,Advice blur,replaced the CAS printer. Tested ok.
4C73,07-Jul,10:45,Y,NZA,Jam advice,removed jam advice. Clean roller and print head. Tested ok.
4C7E,07-Jul,13:50,N,NUD,Jam cheque at scanner,Removed the jam cheque. Clean the scanner belt. Tested ok.. *offered 12:30
4C01,07-Jul,16:25,N,HTP,Jammed cheque,"Replace flat belt (scanner), tested ok"
4DAD,07-Jul,17:00,N,NGB,out of service,clean scanner and sensor.
4C30,07-Jul,14:30,N,NGB,Out of service,clean MDM board. Tested ok.
4C28,07-Jul,18:05,N,NBZ,Upper door problem,"Replace upper door lock, service machine. Test OK."
4C1F,08-Jul,10:45,N,HCA,CAS,Replaced CAS printer. Serviced machine. Test OK.
4C4C,08-Jul,9:25,N,NIA,No crossing,Replace stamp & ink roller
4C17,08-Jul,10:15,N,NGB,"No jammed cheque, F6 sensor engaged","Clean sensor, clean black line on rear image"
4C22,08-Jul,10:30,Y,Request,Health Check CAS drop,Adjust ejection roller of CAS printer
4C65,08-Jul,12:00,Y,NOZ,No black line found,Clean scanner & stamp
4C20,08-Jul,10:00,Y,Request,Health Check,"Check printer and setting, clean senosr and roller. Test OK."
4C6F,08-Jul,11:05,N,NIC,Small image,Small image. Clean the scanner. Perform TSP. tested ok. *offered 09:15
4C7E,08-Jul,10:30,Y,HTP,Jam cheque,No jam cheque find. Replaced yellow belt. Tested ok.
4C8F,08-Jul,12:25,N,HCR,"Cas ,card reader",replaced card reader
4C01,08-Jul,15:15,N,NUD,Cheque jammed at scanner,"Remove cheque, adjust paper guide between bend & scanner, clean scanner belt"
4C1A,08-Jul,16:15,N,NUD,Jammed cheque,"Remove cheque near in alinger, clean sensor and roller. Test OK."
4C5B,08-Jul,17:00,Y,NZA,no cas,no cas paper. Replace cas paper. 
4C1B,08-Jul,15:20,Y,Request,Missing cheque,"Found the cheque at not withdrawn pocket, tested ok"
4C77,09-Jul,10:05,Y,NGC,slow running,replace database
4C81,09-Jul,9:15,Y,Request,Health Check - printer needle broken. ,"Endorsement incomplete.  replace ribbon, clean roller"
4C33,09-Jul,10:45,N,NGB,jam cheque,"F0 dirty, clean F0"
4DA3,09-Jul,11:55,N,NGB,Out of service,Clean F2 and scanner.
4C5A,09-Jul,13:45,Y,NZA,CAS Drop,clean and adjust it. Clean scanner.
4C9B,09-Jul,10:30,N,NGB,Out of service,Clean F10. clean and adjust CAS.
4C61,09-Jul,10:30,N,NIB,No back endorsement,The ribbon is broken and controller is down. Replace ribbon and open controller. Test ok.
4C46,09-Jul,11:15,N,HTP,Jam cheque on scanner,removed the jam cheque. Replaced the 351 belt. Tested ok.
4C70,09-Jul,10:05,N,NUD,Jammed cheque,"Remove cheque near in alinger, fixed the alinger solenoid, clean roller. Test OK."
4C6E,09-Jul,9:15,N,HCR,Can't reconcile.,check no problem with user.  Replace card reader as precaution
4C17,09-Jul,12:35,Y,Request,Health check,Repair touch screen. Replace printer due to blur
4C26,09-Jul,11:00,N,NGC,Idle,application crashed. Restarted machine. Test OK.. *RI
4C81,09-Jul,11:30,N,NUD,jam cheque,"jam at F10, remove fold cheque"
4C9D,09-Jul,15:30,N,NOZ,CAS,No problem found. Open controller. Clean printer sensor. Perform TSP.
4C3B,09-Jul,16:00,Y,HCR,Can't insert card,Replace card reader and test ok.
4C7D,09-Jul,19:00,Y,NIA,No crossing,replace stamp. Test ok
4C04,10-Jul,10:00,N,NUD,Jammed cheque,Remove jammed cheque at aligner. Serviced machine. Test Ok.
4C1B,10-Jul,10:30,N,NIB,CAS & alignment,"Replaced ribbon, CAS no problem. Serviced machine. Test OK."
4C4A,10-Jul,9:45,N,Request,Search cheque,"No cheque found, upload logs"
4C87,10-Jul,10:15,N,NGB,"No jammed cheque, solenoid loose (aligner)","Adjust solenoid (aligner), tested ok"
4C98,10-Jul,10:55,Y,NBA,Cheque box hinge loose,Reinstall hinge
4C17,10-Jul,11:00,N,NGB,F1 sensor loose,Reintall sensor
4C22,10-Jul,11:10,Y,NZA,CAS blur,Clean print head
4C2C,10-Jul,9:45,Y,NZA,Jam advice,no advice jam. Clean print head and roller. Tested ok. Clean black line. 
4DAD,10-Jul,10:15,Y,NOZ,Jam advice,no advice jam. Clean print head and roller. Tested ok.
4C42,10-Jul,12:10,N,NZA,CAS Jam,"Remove jam cas. Clean printer head, roller and replace new cas roll"
4C99,10-Jul,10:50,N,NGZ,ATMP timeout,Inform ATM reset polling
4C30,10-Jul,14:25,N,NUD,Remove cheque and ,Cheque jammed at aligner.adjust the knob. Clean scanner and test ok. *offered 12:15
4C95,10-Jul,16:00,N,NGA,Out of service,No power supply. Need follow up.
4C29,10-Jul,14:20,N,NZA,CAS ,"Check printer and setting, clean senosr and roller. Test OK."
4C95,11-Jul,11:00,N,NGA,Idle,Machine no power. Miss power 4 pin. Install the  4 pin to main power. Tested ok. *offered 9:45
4C96,11-Jul,12:30,Y,Request,Search cheque,Cheque is found in bin. Upload log and clean scanner. Test ok.
4DAC,11-Jul,11:00,N,NUD,Cheque jammed at sorter,"Remove cheque, adjust bin 1 solenoid"
4C6A,11-Jul,11:05,N,NGB,Out of service,Clean the F29 sensor and roller. Test OK.
4C13,12-Jul,16:15,Y,NOZ,Jam cheque ,machine normal. Clean Feeder pad. Tested ok.
4C73,12-Jul,10:00,Y,NZA,CAS,clean printer senor.
4C3A,13-Jul,9:30,N,NGC,No image arrived,"Clean scanner & SMJ, replug scanner cable"
4C88,13-Jul,9:30,N,NGB,Out of service,FFFD. Adjusted feeder gate. Serviced machine. Test OK.
4C69,13-Jul,10:00,N,NGB,Sensor problem,"Clean the F1 sensor, scanner and roller. Test OK."
4C8D,13-Jul,9:55,N,NUD,Cheque jammed at feeder ,"Remove cheque, adjust thickness gap"
4C0A,13-Jul,10:00,Y,NBZ,Lock problem,Rescrew upper door lock. Clean scanner.
4C81,13-Jul,12:15,Y,NUD,Jammed cheque,Reinstall flat belt (scanner). Serviced machine. Test OK.
4C07,13-Jul,14:25,Y,HCA,No cas,"cutter error,will be follow replaced"
4C07,13-Jul,17:20,Y,Request,Follow,replaced cas printer
4C2C,14-Jul,10:55,Y,Request,HEALTH CHECK-CAS drop,clean and adjust printer.
4C73,14-Jul,9:40,N,NZA,CAS jam,Rescrew the printer's arm and clean printer roller. Clean scanner and test ok.
4C96,14-Jul,10:00,N,NGB,Jam cheque,"No jam cheque dound ,adjust feeder pad"
4DAF,14-Jul,11:20,N,NUD,Jammed cheque,"Adjust pulley, tested ok"
4C5A,14-Jul,15:00,Y,Request,Health Check,"Check printer and setting, clean senosr and roller. Test OK."
4C71,14-Jul,10:30,Y,NGB,Out of service,Clean F10 sensor. Restart machine.
4C7C,14-Jul,11:00,Y,NIA,Image blur,Replace ribbon and replace ink roller. CAS printing is clear. Clean scanner and test ok.
4C96,14-Jul,11:25,N,NGB,jam cheque,"No jam cheque found,adjust Ramp solenoid"
4DAD,14-Jul,12:30,Y,NZA,CAS jam,removed jam advice. Cleaned and adjusted it.
4C9A,14-Jul,15:30,N,NGB,Out of service,Clean sensor F9  and clean scanner. Test ok.. *offered 14:15
4DAD,14-Jul,15:15,Y,NBZ,Touch screen,adjust elo.
4C26,14-Jul,16:30,N,NZA,CAS,Remove jammed CAS. Serviced machine. Test OK.
4C42,15-Jul,12:30,Y,Request,HEALTH CHECK-CAS drop,Clean printer head and roller. Reinsert cas roll.
4C78,15-Jul,9:45,Y,Request,HEALTH CHECK-CAS drop,"Check printer, adjust printer gap, replace 351 belt. Test OK."
4C17,15-Jul,10:50,Y,Request,HEALTH CHECK-CAS drop,Clean printer and scanner.
4C03,15-Jul,10:45,Y,Request,PM check,Pm check with reference to document RI/PM/202006.
4C07,15-Jul,10:00,Y,NZA,Jam CAS,Replaced print head.
4C2E,15-Jul,11:40,Y,NZA,CAS,"Clean printer roller, printer sensor. Clean scanner and replace ink roller"
4C9A,15-Jul,16:30,Y,NIC,Small image,Clean scanner and roller. TSP.
4C07,16-Jul,10:00,N,NGC,Out of service,Printer lift error. Clean MDM board and sensor.
4C18,16-Jul,10:40,Y,Request,PM check,Pm check with reference to document RI/PM/202006.
4C4A,16-Jul,10:10,N,NGB,Cheque jam,"No cheque jam, the feeder sensor is dirty. Clean feeder sensors and clean scanner. Test ok."
4C1B,16-Jul,14:00,Y,Request,PM check,Pm check with reference to document RI/PM/202006.
4C3A,16-Jul,9:50,Y,Request,CAS drop,Adjust ejection roller of CAS printer
4C11,16-Jul,10:30,N,NUD,Jam at feeder,"Remove cheque, adjust thickness gap, clear black line"
4C90,16-Jul,10:35,Y,Request,Health checked,clean CAS printer. Tested ok.
4C18,16-Jul,10:30,N,NUD,Jam cheuqe,No cheque found. Clean feeder rollers. Adjust thickness adjustor.
4C45,16-Jul,10:30,N,NGC,Idle,Restart pc.
4C24,16-Jul,12:45,N,NZA,Jam advice,clean CAS printer. Adjust the print head. Tested ok.
4C53,16-Jul,15:30,N,HTP,Jam cheque at sorter,"Remove cheque, replace bin 1 solenoid"
4C9B,16-Jul,15:35,Y,NZA,CAS blur,"Replace printer print head, clean scanner. Test OK."
4C80,17-Jul,11:00,Y,Request,PM check,Pm check with reference to document RI/PM/202006.
4C4C,17-Jul,11:00,N,NGB,F28 engage,Clean F28 and dust.
4C9E,17-Jul,10:00,Y,NOZ,DPM no reply after command.,Restart dpm and application. Normal service machine.
4C5A,17-Jul,11:10,Y,Request,HEALTH CHECK-CAS drop,"clean sensor and roller, adjust printer gap. Test OK."
4C9E,17-Jul,12:40,N,NGB,Out of service,Clean F15 sensor.
4C69,17-Jul,15:50,N,NIC,Image small,"Clean scanner, DPM and roller, tsp. Test OK."
4C53,17-Jul,10:10,N,NGB,Out of service,stablized and clean F22.
4C1A,18-Jul,12:35,Y,Request,Find cheque,"No cheque found, clean scanner and roller, upload log. Test OK."
4C34,18-Jul,10:40,Y,NUD,Jammed cheque,"Adjust thikcness adjuster, clean sensor and roller. Test OK."
4DAF,18-Jul,11:30,Y,HCA,No CAS,printer pulley broken. Follow up printer replacement.
4C60,18-Jul,9:30,Y,Request,Search cheque,"Inspect all machine, no cheque is found. Clean sensor F0 and test ok. Upload log"
4C15,18-Jul,10:30,N,NUD,Cheque jam,The bend belt is shift. Rescrew bend belt and fix ribbon metal film. Test ok.
4C48,18-Jul,14:45,Y,Request,Health checked,clean CAS printer. Tested ok.
4DAF,18-Jul,15:00,Y,Request,No advise,"Replace CAS printer, tested ok"
4C20,18-Jul,14:00,Y,NZA,Jam advice,clean the CAS printer. 
4C8D,18-Jul,15:55,N,NIC,Black line,"Adjust wire (scanner), TSP, tested ok"
4DA8,20-Jul,13:10,Y,Request,PM checked,"PM checked, replace stamp plate and ink roller"
4C1F,20-Jul,9:50,N,NOA,PC off,"Restart PC, clear black line"
4DAC,20-Jul,10:30,N,NZA,Jam CAS,Remove jammed CAS.
4C47,20-Jul,13:30,N,NGB,Out of service.,restart the DPM. Clean red belt and black line. Tested ok.
4C15,20-Jul,14:25,N,HTP,Jammed cheque,"Replace yellow belt, drum belt, scanner belt, 351 L6 belt, tested ok"
4C70,20-Jul,17:15,N,NGB,Out of service,OOS due to card retire. Previously jam cheque at aligner/bin 3. need replace ink roller.
4DA3,20-Jul,20:00,N,NGB,Out of service,"F2 sensor engagged,cleaning and fix it"
4C20,21-Jul,11:55,Y,Request,Health check,cleaning cas printer roller and sensor
4C5A,21-Jul,11:00,Y,Request,Health check,cleaning cas printer roller and sensor
4C21,21-Jul,10:00,Y,Request,Health Check,Health Check - Fix the feeder gate and test ok.
4C16,21-Jul,11:40,Y,Request,Health Check - CAS,"Replace CAS printer, tested ok"
4C15,21-Jul,11:00,N,NUD,Jammed cheque,"Remove cheque at lower solt, Adjust pulley (351 L6 belt), tested ok"
4C46,21-Jul,13:30,Y,Request,Find lose cheque,found the lose cheque at rejection slot. Clean black line. Tested ok.
4C73,21-Jul,11:15,N,Request,HEALTH CHECK-CAS drop,removed jam advice. Adjust the print head. Tested ok.
4C9D,21-Jul,13:10,Y,Request,No advise,"Adjust CAS printer, tested ok"
4C29,21-Jul,14:45,N,NIC,White image,cleaning and calibration scanner
4C1A,21-Jul,16:00,Y,NIC,Black line,"rear black image,replug scanner cable,Test ok"
4C17,21-Jul,17:15,N,NZA,CAS jam,Clean printer and clean printer roller. Test ok.
4DAB,22-Jul,10:00,N,NOA,Idle,PC is off. Restarted PC and machine. Test OK.
4DA8,22-Jul,10:15,N,NUD,Jam cheque,"Cheque already removed by branch staff, machine still out of service cause upper cover not closed properly, tested ok"
4C69,22-Jul,11:15,N,HTP,Black line,Replace scanner belt
4C73,22-Jul,10:35,N,NGZ,Out of service.,No network. Follow to ATM. Check network.
4C01,22-Jul,15:00,Y,Request,Health check,Replace scanner belt
4C87,22-Jul,9:15,Y,Request,PM check,PM check. Replace red belt.
4C9D,22-Jul,10:15,Y,Request,PM check,PM check. Replace red belt.
4C22,22-Jul,11:15,Y,Request,PM check,PM check. 
4C17,22-Jul,11:50,Y,Request,PM check,PM check.
4C99,22-Jul,12:45,Y,Request,PM check,PM check.
4C98,22-Jul,13:15,Y,Request,PM check,PM check.
4C21,22-Jul,10:00,Y,Request,Health Check - CAS,Clean printer roller and clean print head. Adjust the metal film and printer's arm. Test ok.
4C12,22-Jul,17:10,Y,Request,Health check,"""FFFD""-adjust feeder gate"
4C92,22-Jul,16:45,N,NUD,Jam cheque,"stamp screw loosen,rescrew"
4C9A,22-Jul,12:15,N,NGB,Out of service,"Clean sensor F8 and clean scanner. No cheque, test ok."
