Last Replaced,CQM
21/01/2014,BOC DPM1002/01416 CDM67173
22/01/2014,HSBC DPM1002/00344 CQM5871
23/01/2014,BOC DPM1002/00633 CDM67001
23/01/2014,BOC DPM1002/01247 CDM67118
23/01/2014,HSBC DPM1002/00453 CQM58C8
29/01/2014,HSBC DPM1002/00272 CQM588C
02/02/2014,HSBC DPM1002/00348 CQM58B8
04/02/2014,HSBC DPM1002/00690 CQM58AD
06/02/2014,HSBC DPM1002/00532 CQM58E2
06/02/2014,HASE DPM1002/01331 CQM4C75
11/02/2014,HSBC DPM1002/01147 CQM584A
11/02/2014,HASE DPM1002/01192 CQM4C3E
11/02/2014,HASE DPM1002/00560 CQM4C1A
12/02/2014,HSBC DPM1002/00311 CQM589A
12/02/2014,HASE DPM1002/01126 CQM4C66
12/02/2014,BOC DPM1002/01306 CQM67153
13/02/2014,HSBC DPM1002/00309 CQM588E
14/02/2014,HSBC DPM1002/01014 CQM5803
15/02/2014,HSBC DPM1002/00369 CQM5844
19/02/2014,NCB DPM1002/01693 CQM67838
24/02/2014,HSBC Centre Demo
24/02/2014,HSBC DPM1002/00644 CQM58AF
27/02/2014,HASE DPM1002/00303 CQM4C2E
01/03/2014,HSBC DPM1002/01267 CQM58E1
03/03/2014,HSBC DPM1002/00345 CQM587C
04/03/2014,HSBC DPM1002/01451 CQM5895
06/03/2014,HSBC DPM1002/00263 CQM5861
06/03/2014,HSBC DPM1002/00133 CQM585D
06/03/2014,HSBC DPM1002/00132 CQM585C
14/03/2014,BOC DPM1002/01248 CDM67119
18/03/2014,HASE DPM1002/002825 CQM4C1E
18/03/2014,BOC DPM1002/00620 CDM67004
19/03/2014,HASE DPM1002/00289 CDM4C0F
19/03/2014,BOC DPM1002/01097 CDM67087
31/03/2014,Stock count
02/04/2014,BOC DPM1002/00993 CDM67061
04/04/2014,BOC DPM1002/00867 CDM67043
07/04/2014,BOC DPM1002/01282 CDM67134
03/04/2014,BOC DPM1002/01322 CDM67164
12/04/2014,HSBC DPM1002/01122 CQM5806
09/04/2014,HSBC DPM1002/00900 CDM67046
15/04/2014,HSBC DPM1002/00397 CQM58A2
15/04/2014,BOC DPM1002/01238 CDM67114
25/04/2014,HSBC DPM1002/00837 CQM58CC
02/05/2014,HASE DPM1002/00521 CQM4C8C
08/05/2014,HSBC DPM1002/00134 CQM585E
08/05/2014,HSBC DPM1002/00363 CQM58B6
08/05/2014,HSBC DPM1002/01326 CQM580A
10/05/2014,HSBC DPM1002/01285 CDM67137
13/05/2014,HSBC DPM1002/01188 CQM5817
12/05/2014,NCB DPM1002/01423 CQM67814
21/05/2014,HSBC DPM1002/00836 CQM58EE
22/05/2014,HSBC DPM1002/00130 CQM5851
22/05/2014,BOC DPM1002/00867 CDM67043
26/05/2014,BOC DPM1002/01288 CQM67140
27/05/2014,BOC DPM1002/01291 CDM67080
27/05/2014,HSBC DPM1002/00269 CQM58B5
30/05/2014,HSBC DPM1002/01433 CQM5813
03/06/2014,HSBC DPM1002/01120 CQM5800
04/06/2014,HSBC DPM1002/00372 CQM58B7
06/06/2014,NCB DPM1002/01297 CDM67805
06/06/2014,HASE DPM1002/00692 CQM4C9F
12/06/2014,HASE DPM1002/00288 CQM4C2C
08/06/2014,HSBC DPM1002/00372 CQM58B7
18/06/2014,HSBC DPM1002/01120 CQM5800
20/06/2014,HASE DPM1002/01090 CQM4C79
23/06/2014,BOC DPM1002/01293 CQM67145
25/06/2014,BOC DPM1002/01094 CDM67082
25/06/2014,HSBC DPM1002/00838 CQM5884
24/06/2014,BOC DPM1002/01275 CDM67127
26/06/2014,BOC DPM1002/01099 CDM67084
26/06/2014,BOC DPM1002/00848 CDM67028
02/07/2014,BOC DPM1002/00630 CDM67014
02/07/2014,BOC DPM1002/01115 CDM67108
05/07/2014,HSBC DPM1002/01146 CQM58DA
05/07/2014,HASE DPM1002/00558 CQM4C18
07/07/2014,HSBC DPM1002/00500 CQM58E6
09/07/2014,HASE DPM1002/00522 CQM4C7F
09/07/2014,HASE DPM1002/01344 CQM4C23
07/07/2014,HSBC DPM1002/00220 CQM5868
21/07/2014,HSBC DPM1002/00832 CQM58CA
21/07/2014,BOC DPM1002/01113 CQM67103
29/07/2014,HSBC DPM1002/01265 CQM58DF
28/07/2014,HASE DPM1002/01269 CQM4C89
31/07/2014,BOC DPM1002/00634 CDM67008
03/08/2014,HSBC DPM1002/00252 CQM589C
08/08/2014,HSBC DPM1002/00843 CQM5843
15/08/2014,HSBC DPM1002/00294 CQM4C3C
26/08/2014,HASE DPM1002/01088 CQM4C04
30/08/2014,HSBC DPM1002/00297 CQM585C
01/09/2014,HSBC DPM1002/00365 CQM5838
05/09/2014,HSBC DPM1002/00649 CQM4C36
08/09/2014,BOC DPM1002/01301 CDM67148
08/09/2014,BOC DPM1002/01254 CDM67125
05/09/2014,HSBC DPM1002/00272 CQM588C
05/09/2014,HASE DPM1002/00649 CQM4C36
15/09/2014,BOC DPM1002/01292 CQM67144
18/09/2014,NCB DPM1002/01313 CDM67811
19/09/2014,BOC DPM1002/01308 CDM67155
22/09/2014,HSBC DPM1002/01432 CQM58BE
22/09/2014,BOC DPM1002/00782 CDM67225
18/10/2014,HSBC DPM1002/00781 CQM58A3
13/10/2014,HSBC DPM1002/01088 CQM4C04
28/10/2014,HSBC DPM1002/00399 CQM5812
28/10/2014,HT CONSULTING
30/10/2014,NCB DPM1002/01310 CDM67803
31/10/2014,BOC DPM1002/012239 CDM67115
01/11/2014,HSBC DPM1002/00844 CQM5818
03/11/2014,HASE DPM1002/00292 CQM4C38
05/11/2014,BOC DPM1002/01319 CQM67160
06/11/2014,BOC DPM1002/01281 CDM67133
03/11/2014,HASE DPM1002/01022 CQM4C49
04/11/2014,BOC DPM1002/00862 CDM67038
12/11/2014,BOC DPM1002/00623 VDM67181
19/11/2014,BOC DPM1002/01279 CDM67131 
20/11/2014,HASE DPM1002/01342 CQM4C34
21/11/2014,HASE DPM1002/00451 CQM4C25
02/12/2014,HSBC DPM1002/01245 CQM58DD
03/12/2014,HSBC DPM1002/00227 CQM586B
03/12/2014,BOC DPM1002/00768 CDM67016
03/12/2014,BOC DPM1002/01338 CDM67143
04/12/2014,BOC DPM1002/00866 CDM67224
05/12/2014,HASE DPM1002/01020 CQM4C50
08/12/2014,BOC DPM1002/01006 CDM67075
08/12/2014,HSBC DPM1002/01243 CQM5805
09/12/2014,HASE DPM1002/00551 CQM4C20
12/12/2014,HSBC DPM1002/00374 CQM58BD
12/12/2014,HSBC DPM1002/01223 CQM58FA
15/12/2014,HASE DPM1002/00447 CQM4C0E
18/12/2014,HSBC DPM1002/00367 CQM58D2
18/12/2014,HSBC DPM1002/00344 CQM5871
17/12/2014,BOC DPM1002/00627 CQM67013
17/12/2014,BOC DPM1002/01464 CDM67081
19/12/2014,BOC DPM1002/00996 CDM67067
20/12/2014,HSBC DPM1002/00535 CQM58E5
22/12/2014,HASE DPM1002/00446 CQM4C5A
17/12/2014,HASE DPM1002/01126 CQM4C26
22/12/2014,HSBC DPM1002/00367 CQM58D2
29/12/2014,BOC DPM1002/01246 CDM67117
06/01/2015,HASE DPM1002/01438 CDM4C9D
07/01/2015,BOC DPM1002/00793 CDM67023
14/01/2015,HASE DPM1002/4C1D CQM4C1D
15/01/2015,HSBC DPM1002/00368 CQM5860
17/01/2015,BOC DPM1002/00791 CDM67021
19/01/2015,BOC DPM1002/00987 CDM67056
30/01/2015,BOC DPM1002/00903 CDM67049
02/02/2015,BOC DPM1002/01429 CDM67179
05/02/2015,HASE DPM1002/01190 CQM4C65
09/02/2015,NCB DPM1002/01299 CDM67810
25/02/2015,HASE DPM1002/01191 CQM4C70
27/02/2015,HT CONSULTING
09/03/2015,HASE DPM1002/00528 CQM4C7E
12/03/2015,HASE DPM1002/00554 CQM4C6B
24/03/2015,BOC DPM1002/00858 CDM67034
25/03/2015,BOC DPM1002/00790 CDM67019
27/03/2015,HASE DPM1002/00412 CDM4C09
17/03/2015,HASE DPM1002/00550 CQM4C9A
31/03/2015,HSBC DPM1002/01790 CQM5894
01/04/2015,HASE DPM1002/01443 CQM4C31
01/04/2015,HSBC DPM1002/00314 CQM58A4
11/04/2015,BOC DPM1002/01104 CDM67085
13/04/2015,HSBC DPM1002/01120 CQM5841
15/04/2015,HASE DPM1002/00413 CQM4C10
17/04/2015,BOC DPM1002/01425 CQM67183
20/04/2015,HSBC DPM1002/01442 CQM5804
23/04/2015,BOC DPM1002/00796 CQM67024
23/04/2015,HASE DPM1002/01128 CQM4C58
24/04/2015,HASE DPM1002/01434 CQM4C22
23/04/2015,HASE DPM1002/01130 CQM4C1A
28/04/2015,HSBC DPM1002/01803 CQM5867
28/04/2015,HSBC DPM1002/00364 CQM58B3
30/04/2015,BOC DPM1002/01305 CDM67199
30/04/2015,HASE DPM1002/01437 CQM4C82
05/05/2015,HASE DPM1002/01089 CQM4C52
06/05/2015,HSBC DPM1002/00329 CQM5812
03/05/2015,HSBC DPM1002/00506 CQM4C44
05/05/2015,HSBC DPM1002/00499 CQM58D7
09/05/2015,HASE DPM1002/00526 CQM4C8E
14/05/2015,HSBC DPM1002/00507 CQM58CA
19/05/2015,HASE DPM1002/00536 CQM4C30
19/05/2015,NCB DPM1002/01298 CDM67809
20/05/2015,HSBC DPM1002/00840 CQM5847
20/05/2015,HASE DPM1002/01021 CQM4C48
26/05/2015,Get On Technology Co Ltd
27/05/2015,CITI DPM1002/01412 CDM3963
01/06/2015,NCB DPM1002/01314 CDM67801
01/06/2015,HSBC DPM1002/00363 CQM58B6
02/06/2015,BOC DPM1002/00793 CDM67023
04/06/2015,HSBC DPM1002/01436 CQM58A5
05/06/2015,BOC DPM1002/01240 CDM67116
09/06/2015,BOC DPM1002/01455 CDM67187
15/06/2015,HSBC DPM1002/00309 CQM588E
18/06/2015,HT CONSULTING
26/06/2015,HSBC DPM1002/01799 CQM58A2
29/06/2015,BOC DPM1002/01007 CDM67073
30/06/2015,HSBC DPM1002/01121 CDM5811
06/07/2015,NCB DPM1002/01311 CDM67807
08/07/2015,BOC DPM1002/01280 CDM67132
09/07/2015,HASE DPM1002/01191 CQM4C70
16/07/2015,HSBC DPM1002/00837 CQM58CC
16/07/2015,HASE DPM1002/01465 CDM67817
21/07/2015,BOC DPM1002/01275 CDM67127
21/07/2015,BOC DPM1002/01318 CDM67166
22/07/2015,HSBC DPM1002/00363 CQM58B6
20/07/2015,HASE DPM1002/00412 CQM4C09
31/07/2015,HSBC DPM1002/01327 CQM58EB
04/08/2015,BOC DPM1002/01463 CDM67194
04/08/2015,BOC DPM1002/01251 CDM67179
03/08/2015,BOC DPM1002/01295 CQM67802
04/08/2015,HASE DPM1002/01343 CQM4C81
08/08/2015,BOC DPM1002/00995 CDM67066
10/08/2015,BOC DPM1002/01142 CDM67111
14/08/2015,BOC DPM1002/01111 CDM67196
24/08/2015,BOC DPM1002/01234 CDM67113
27/08/2015,BOC DPM1002/01234 CDM67113
01/09/2015,BOC DPM1002/01304 CDM67151
09/09/2015,BOC DPM1002/01424 CDM67182
09/09/2015,BOC DPM1002/01320 CDM67161
21/09/2015,BOC DPM1002/01456 CDM67188
24/09/2015,NCBHK DPM1002/01510 CDM67822
30/09/2015,BOC DPM1002/01428 CDM67186
02/10/2015,HASE DPM1002/01191 CQM4C70
02/10/2015,BOC DPM1002/01323 CDM67163
07/10/2015,HASE DPM1002/00593 CDM4C17
09/10/2015,HSBC DPM1002/00837 CQM58CC
19/10/2016,HASE DPM1002/01193 CQM4C69
19/10/2015,HT CONSULTING
31/10/2015,HSBC DPM1002/00362 CQM589C
04/11/2015,BOC DPM1002/01142 CQM67111
04/11/2015,BOC DPM1002/01106 CQM67098
05/11/2015,HSBC DPM1002/00348 CQM58B8
11/11/2015,HSBC DPM1002/00304 CQM58FF
25/11/2015,BOC DPM1002/01006 CDM67075
27/11/2015,BOC DPM1002/01001 CDM67065
28/11/2015,BOC DPM1002/00866 CDM67224
28/11/2015,BOC DPM1002/00987 CDM67056
02/12/2015,BOC DPM1002/01286 CDM67138
02/12/2015,HSBC DPM1002/01121 CQM5811
03/12/2015,HSBC DPM1002/00344 CQM5871
07/12/2015,BOC DPM1002/01246 CDM67117
11/12/2015,BOC DPM1002/01002 CDM67238
12/12/2015,HSBC DPM1002/01243 CQM5805
15/12/2015,BOC DPM1002/00988 CDM67070
15/12/2015,BOC DPM1002/00855 CDM67031
17/12/2015,HASE DPM1002/01020 CQM4C07
18/12/2015,HASE DPM1002/00446 CQM4C5A
19/12/2015,BOC DPM1002/00860 CDM67036
19/12/2015,BOC DPM1002/01357 CDM67168
18/12/2015,BOC DPM1002/00626 CDM67208
18/12/2015,BOC DPM1002/01001 CDM67065
19/12/2015,HASE DPM1002/01129 CQM4C59
18/12/2015,HASE DPM1002/00447 CQM4C0E
18/12/2015,BOC DPM1002/00864 CDM67040
19/12/2015,HSBC DPM1002/00343 CQM58ED
21/12/2015,HSBC DPM1002/00644 CQM58AF
23/12/2015,NCB DPM1002/01430 CDM67815
21/12/2015,BOC DPM1002/00949 CDM67052
22/12/2015,BOC DPM1002/00794 CDM67020
28/12/2015,BOC DPM1002/01240 CDM67116
24/12/2015,NCB DPM1002/01509 CDM67821
30/12/2015,HSBC DPM1002/01144 CDM5829
31/12/2016,BOC DPM1002/00903 CDM67049
30/12/2016,BOC DPM1002/00998 CDM67069
01/01/2016,BOC DPM1002/00626 CQM67208
05/01/2016,HSBC DPM1002/00348 CQM58B8
08/01/2016,BOC DPM1002/01307 CDM67154
09/01/2016,HSBC DPM1002/01432 CQM58BE
13/01/2016,BOC DPM1002/00621 CDM67010
12/01/2016,BOC DPM1002/00633 CDM67001
14/01/2016,NCB DPM1002/1430 CDM67815
18/01/2016,BOC DPM1002/01110 CDM67100
19/01/2016,BOC DPM1002/00994 CDM67228
20/01/2016,BOC DPM1002/01594 CDM67829
25/01/2016,HASE DPM1002/00543 CQM4C41
26/01/2016,BOC DPM1002/01112 CDM67102
25/01/2016,HASE DPM1002/01024 CQM4C54
26/01/2016,BOC DPM1002/00532 CDM5848
25/01/2016,NCB DPM1002/01528 CDM67825
25/01/2016,BOC DPM1002/00625 CDM67005
25/01/2016,BOC DPM1002/00867 CDM67043
23/01/2016,BOC DPM1002/01416 CDM67173
25/01/2016,BOC DPM1002/01008 CDM67077
27/01/2016,HASE DPM1002/01023 CQM4C51
29/01/2016,HSBC DPM1002/00256 CQM586A
28/01/2016,BOC DPM1002/01309 CDM67230
01/02/2016,BOC DPM1002/00991 CDM67059
01/02/2016,BOC DPM1002/00633 CDM67001
03/02/2016,NCB DPM1002/01315 CDM67806
02/02/2016,BOC DPM1002/01098 CDM67090
03/02/2016,HSBC DPM1002/00133 CQM585D
04/02/2016,HASE DPM1002/00292 CQM4C38
06/02/2016,BOC DPM1002/01276 CDM67128
06/02/2016,HSBC DPM1002/01145 CQM58FD
06/02/2016,HSBC DPM1002/01326 CQM5826
06/02/2016,HASE DPM1002/01454 CQM4C73
29/02/2016,BOC DPM1002/01101 CDM67092
02/03/2016,HSBC DPM1002/01812 CQM5856
14/03/2016,BOC DPM1002/01698 CDN67220
14/03/2016,HSBC DPM1002/01799 CQM58A2
14/03/2016,HSBC DPM1002/01836 CQM5842
15/03/2016,HSBC DPM1002/01326 CQM5826
15/03/2016,HSBC DPM1002/00396 CQM58C3
15/03/2016,HSBC DPM1002/01123 CQM5815
15/03/2016,HSBC DPM1002/01121 CQM5811
15/03/2016,HSBC DPM1002/01312 CQM588E
15/03/2016,HSBC DPM1002/01858 CQM58D2
15/03/2016,HSBC DPM1002/01857 CQM58D1
17/03/2016,BOC DPM1002/00790 CDM67019
21/03/2016,BOC DPM1002/00846 CDM67026
31/03/2016,Stock count
11/04/2016,NCB DPM1002/01422 CQM67813
15/04/2016,HT CONSULTING
19/04/2016,HSBC DPM1002/01147 CQM584A
25/04/2016,HSBC DPM1002/01266 CQM5889
25/04/2016,HASE DPM1002/018 CQM4C46
26/04/2016,HSBC DPM1002/00691 CQM58AE
27/04/2016,NCB DPM1002/01296 CDM67804
29/04/2016,HASE DPM1002/00543 CQM4C41
29/04/2016,BOC DPM1002/01237 CQM67107 
04/05/2016,NCB DPM1002/01466 CDM67818
04/05/2016,HSBC DPM1002/00781 CQM58A3
11/05/2016,BOC DPM1002/01651 CQM67215
13/05/2016,HSBC DPM1002/00396 CQM58C3
13/05/2016,NCB DPM1002/01430 CDM67815
19/05/2016,HASE DPM1002/01121 CQM5811
25/05/2016,HSBC DPM1002/00845 CQM5807
27/05/2016,HASE DPM1002/00525 CQM4C29
27/05/2016,BOC DPM1002/00855 CDM67031
30/05/2016,HSBC DPM1002/01121 CQM5811
08/06/2016,NCB DPM1002/01594 CDM67829
15/06/2016,HASE DPM1002/00506 CQM4C44
17/06/2016,BOC DPM1002/01100 CDM67217
21/06/2016,BOC DPM1002/00951 CDM67051
20/06/2016,HSBC DPM1002/00781 CQM58A3
22/06/2016,BOC DPM1002/01252 CDM67239
23/06/2016,BOC DPM1002/00869 CDM67240
24/06/2016,HASE DPM1002/01090 CDM4C79
22/06/2016,BOC DPM1002/01240 CDM67116
22/06/2016,BOC DPM1002/00862 CDM67038
30/06/2016,HASE DPM1002/00300 CQM4C3D
02/07/2016,HASE DPM1002/01015 CQM4C07
04/07/2016,BOC DPM1002/01358 CDM67170
05/07/2016,NCB DPM1002/01512 CDM67824
06/07/2016,HSBC DPM1002/01441 CQM589D
07/07/2016,BOC DPM1002/01275 CDM67127
08/07/2016,BOC DPM1002/01688 CDM67218
11/07/2016,NCB DPM1002/01431 CDM67816
11/07/2016,HSBC DPM1002/01121 CQM5811
11/07/2016,NCB DPM1002/01511 CDM67823
14/07/2016,HSBC DPM1002/00496 CQM58D8
18/07/2016,HSBC DPM1002/00497 CQM58FE
20/07/2016,BOC DPM1002/00861 CDM67037
20/07/2016,HASE DPM1002/01588 CQM4C2F
21/07/2016,BOC DPM1002/00633 CDM67001
23/07/2016,HASE DPM1002/00540 CQM4C19
27/07/2016,HSBC DPM1002/01014 CQM5803
29/07/2016,BOC DPM1002/00856 CQM67032
05/08/2016,HT CONSULTING
08/08/2016,BOC DPM1002/01102 CDM67211
09/08/2016,HASE DPM1002/01701 CQM4C53
09/08/2016,BOC DPM1002/00859 CDM67035
11/08/2016,BOC DPM1002/01002 CDM67238
14/08/2016,HSBC DPM1002/01830 CQM5862
16/08/2016,HSBC DPM1002/01432 CQM5869
22/08/2016,HASE DPM1002/00292 CQM4C38
23/08/2016,BOC DPM1002/00788 CDM67017
23/08/2016,HASE DPM1002/00539 CQM4C7C
26/08/2016,HASE DPM1002/01447 CQM4C84
29/08/2016,BOC DPM1002/00950 CDM67050
01/09/2016,HASE DPM1002/01445 CQM4C83
05/09/2016,HASE DPM1002/01702 CQM4C80
05/09/2016,HASE DPM1002/01015 CQM4C07
05/09/2016,BOC DPM1002/00792 CQM67022
06/09/2016,HSBC DPM1002/00497 CQM58FE
07/09/2016,BOC DPM1002/01278 CDM67130
09/09/2016,HSBC DPM1002/01121 CQM5811
12/09/2016,HSBC DPM1002/00508 CQM58D0
13/09/2016,HASE DPM1002/01091 CQM4C57
13/09/2016,BOC DPM1002/01461 CDM67193
15/09/2016,HSBC DPM1002/01916 CQM5804
14/09/2016,NCB DPM1002/01415 CDM67812
21/09/2016,HSBC DPM1002/01123 CQM5815
22/09/2016,HASE DPM1002/00554 CQM4C9E
20/09/2016,BOC DPM1002/00791 CDM67021
27/09/2016,HASE DPM1002/01187 CDM4C15
28/09/2016,BOC DPM1002/00951 CDM67051
28/09/2016,HASE DPM1002/00445 CQM4C1F
30/09/2016,CYB DPM1002/01667 CDM67901
06/10/2016,BOC DPM1002/00953 CDM67055
07/10/2016,HSBC DPM1002/00532 CQM5848
07/10/2016,BOC DPM1002/01547 CQM57206
08/10/2016,HASE DPM1002/00302 CQM4C01
15/10/2016,HASE DPM1002/01019 CQM4C47
20/10/2016,BOC DPM1002/01429 CDM67197
01/11/2016,HASE DPM1002/01020 CQM4C07
02/11/2016,BOC DPM1002/01001 CDM67065
03/11/2016,HASE DPM1002/01225 CQM4C28
31/10/2016,BOC DPM1002/00796 CDM67024
07/11/2016,BOC DPM1002/00629 CDM67002
09/11/2016,HASE DPM1002/01586 CDM4C02
11/11/2016,BOC DPM1002/1416 CDM67173
09/11/2016,BOC DPM1002/02068 CQM67246 
14/11/2016,HASE DPM1002/00303 CQM4C2E
15/11/2016,HSBC DPM1002/01799 CQM58A2
15/11/2016,HASE DPM1002/00295 CQM4C1D
23/11/2016,HASE DPM1002/00451 CQM4C36
25/11/2016,BOCHK DPM100201462 CDM67177
25/11/2016,HASE DPM1002/00522 CQM4C96
24/11/2016,HASE DPM1002/00557 CQM4C71
28/11/2016,BOCHK DPM1002/00794 CDM67020
28/11/2016,HSBC DPM1002/01147 CQM584A
28/11/2016,BOCHK DPM1002/01338 CQM67143
30/11/2016,HASE DPM1002/00296 CQM4C1C
28/11/2016,HASE DPM1002/01454 CQM4C73
30/11/2016,HASE DPM1002/00520 CQM4C14
02/12/2016,BOC DPM1002/00866 CDM67224
02/12/2016,BOCHK DPM1002/02067 CDM67245
05/12/2016,BOCHK DPM1002/00990 CQM67058
07/12/2016,BOC DPM1002/00850 CDM67030
08/12/2016,HSBC DPM1002/00542 CQM5807
13/12/2016,BOCHK DPM1002/00989 CDM67226
16/12/2016,BOCHK DPM1002/01246 CDM67117
15/12/2016,BOCHK DPM1002/01697 CQM67219
21/12/2016,HASE DPM1002/00593 CQM4C17
21/12/2016,NCB DPM1002/01315 CDM67806
21/12/2016,HT Consulting (Asia) Sdn Bhd
29/12/2016,BOCHK DPM1002/01236 CDM67106
30/12/2016,BOCHK DPM1002/01234 CDM67113
30/12/2016,BOC DPM1002/01013 CDM67054
28/12/2016,BOCHK DPM1002/01252 CDM67239
03/01/2017,HASE DPM1002/01232 CQM4C72
04/01/2017,NCB DPM1002/01313 CDM67811
06/01/2017,HASE DPM1002/01435 CQM4C87
12/01/2017,BOCHK DPM1002/01302 CDM67149
14/01/2017,BOCHK DPM1002/01251 CDM67179
14/01/2017,HASE DPM1002/01589 CQM4C3A
16/01/2017,BOC DPM1002/00855 CDM67031
16/01/2017,HSBC DPM1002/00305 CQM587D
14/01/2017,HASE DPM1002/01225 CQM4C28
21/01/2017,BOC DPM1002/00993 CDM67061
23/01/2017,HASE DPM1002/00554 CQM4C9E
24/01/2017,NCB DPM1002/01693 CQM67838
25/01/2017,BOC DPM1002/01246 CDM67117
28/01/2017,HASE DPM1002/1190 CQM4C65
24/01/2017,BOC DPM1002/00868 DPM67044
25/01/2017,HASE DPM1002/01192 CQM4C3E
25/01/2017,HASE DPM1002/00551 CQM4C20
06/02/2017,BOC DPM1002/01294 CDM67146
02/02/2017,BOCHK DPM1002/01458 CDM67011
08/02/2017,BOC DPM1002/01006 CDM67075
08/02/2017,BOC DPM1002/01688 CDM67218
11/02/2017,BOCHK DPM1002/01095 CDM67195
13/02/2017,BOCHK DPM1002/01099 CDM67084
09/02/2017,HSBC DPM1002/01862 CDM5864
09/02/2017,HASE DPM1002//00412 CDM4C09
13/02/2017,BOCHK DPM1002/01338 CQM67143
13/02/2017,BOC DPM1002/00865 CDM67041
14/02/2017,HSBC DPM1002/01145 CQM58FD
20/02/2017,HSBC DPM1002/00504 CQM58D6
21/02/2017,HASE DPM1002/01129 CQM4C59
17/02/2017,BOCHK DPM1002/01511 CQM67051
22/02/2017,HSBC DPM1002/01828 CQM5874
23/02/2017,HASE DPM1002/00529 CQM4C90
24/02/2017,BOCHK DPM1002/01464 CQM67081
27/02/2017,BOCHK DPM1002/01110 CDM67100
27/02/2017,HASE DPM1002/00649 CQM4C00
28/02/2017,HASE DPM1002/01356 CQM4C76
01/03/2017,HASE DPM1002/01189 CQM4C63
02/03/2017,BOC DPM1002/01105 CDM67097
02/03/2017,BOC DPM1002/01277 CDM67129
02/03/2017,BOC DPM1002/01252 CDM67239
02/03/2017,BOC DPM1002/00620 CDM67004
03/03/2017,BOC DPM1002/00950 CDM67050
03/03/2017,BOC DPM1002/00768 CdM67016
03/03/2017,BOC DPM1002/01115 CDM67108
07/03/2017,BOCHK DPM1002/01668 CDM67212
07/03/2017,BOC DPM1002/01669 CDM67213
06/03/2017,HSBC DPM1002/00286 CQM58D4
06/03/2017,HSBC DPM1002/01825 CQM58E0
06/03/2017,HSBC DPM1002/01811 CQM5865
07/03/2017,BOCHK DPM1002/01110 CDM67100
08/03/2017,BOCHK DPM1002/01250 CQM67121
15/03/2017,BOC DPM1002/00627 CDM67013
14/03/2017,HASE DPM1002/00558 CQM4C4D
14/03/2017,BOCHK DPM1002/00902 CQM67048
17/03/2017,HASE DPM1002/01587 CQM4C08
20/03/2017,NCB DPM1002/01465 CQM67815
18/03/2017,HSBC DPM1002/01432 CQM5869
21/03/2017,HSBC DPM1002/01328 CQM5806
27/03/2017,HSBC DPM1002/01910 CQM58BA
28/03/2017,BOC DPM1002/01279 CDM67131 
03/04/2017,BOC DPM1002/00990 CDM67058
12/04/2017,HASE DPM1002/00442 CQM4C30
12/04/2017,BOC DPM1002/01277 CDM67129
19/04/2017,BOC DPM1002/01424 CDM67182
18/04/2017,HASE DPM1002/00449 CQM4C6B
21/04/2017,HASE DPM1002/01446 CQM4C2B
21/04/2017,HSBC DPM1002/01880 CQM58CB
28/04/2017,BOC DPM1002/01514 CQM20083
28/04/2017,HASE DPM1002/00442 CQM4C30
04/05/2017,NCB DPM1002/01691 CQM67835
04/05/2017,BOC DPM1002/01300 CQM67147
04/05/2017,HSBC DPM1002/01242 CQM5825
08/05/2017,HASE DPM1002/00285 CQM4C1E
08/05/2017,BOC DPM1002/00633 CDM67001
09/05/2017,HSBC DPM1002/01963 CDM585F
11/05/2017,BOC DPM1002/01455 CDM67187
12/05/2017,BOCHK DPM1002/01669 CQM67213
12/05/2017,HSBC DPM1002/01796 CQM58BF
12/05/2017,HASE DPM1002/00559 CQM4C16
15/05/2017,BOC DPM1002/00793 CDM67023
17/05/2017,CYB DPM1002/01330 CDM67900
18/05/2017,HASE DPM1002/00448 CQM4C74
22/05/2017,BOCHK DPM1002/01463 CDM67194
23/05/2017,HSBC DPM1002/01820 CQM5819
25/05/2017,BOCHK DPM1002/01141 CDM67110
24/05/2017,HASE DPM1002/01453 CQM4C64
25/05/2017,BOCHK DPM1002/01142 CDM67111
27/05/2017,HASE DPM1002/01020 CQM4C07
29/05/2017,HASE DPM1002/01435 CQM4C87
01/06/2017,BOCHK DPM1002/02066 CDM67077
31/05/2017,BOC DPM1002/00996 CDM67067
06/06/2017,HSBC DPM1002/00297 CQM585C
08/06/2017,HSBC DPM1002/00956 CQM5890
06/06/2017,BOC DPM1002/01290 CQM67142
14/06/2017,BOC DPM1002/01108 CDM67095
16/06/2017,BOC DPM1002/00791 CDM67021
19/06/2017,BOC DPM1002/01428 CDM67186
22/06/2017,Get On Technology Co Ltd
23/06/2017,HSBC DPM1002/00530 CQM5839
27/06/2017,HSBC DPM1002/01795 CDM5872
04/07/2017,HSBC DPM1002/00227 CQM586B
13/07/2017,HASE DPM1002/01192 CQM4C3E
13/07/2017,HSBC DPM1002/01864 CQM585E
19/07/2017,HASE DPM1002/01018 CQM4C46
20/07/2017,BOC DPM1002/00951 CDM67051
21/07/2017,HSBC DPM1002/00535 CQM58E5
22/07/2017,HASE DPM1002/01130 CQM4C39
24/07/2017,BOCHK DPM1002/01878 CDM67213
25/07/2017,BOCHK DPM1002/00620 CDM67004
28/07/2017,HSBC DPM1002/02082 CDM5857
27/07/2017,BOC DPM1002/00862 CDM67038
27/07/2017,HASE DPM1002/01140 CQM4C6E
27/07/2017,BOC DPM1002/01317 CDM67158
01/08/2017,BOCHK DPM1002/00789 CDM67018
